"('datetime', '')","('close', 'nok')","('high', 'nok')","('low', 'nok')","('open', 'nok')","('volume', 'nok')"
2024-04-19 13:30:00+00:00,3.5199999809265137,3.5299999713897705,3.4800000190734863,3.490000009536743,5205812
2024-04-19 14:30:00+00:00,3.5409998893737793,3.549999952316284,3.5100998878479004,3.5199999809265137,3506539
2024-04-19 15:30:00+00:00,3.5250000953674316,3.549999952316284,3.5199999809265137,3.5450000762939453,1198906
2024-04-19 16:30:00+00:00,3.5274999141693115,3.5399999618530273,3.5199999809265137,3.5250000953674316,1220101
2024-04-19 17:30:00+00:00,3.505000114440918,3.5299999713897705,3.505000114440918,3.5250000953674316,1496932
2024-04-19 18:30:00+00:00,3.509999990463257,3.5199999809265137,3.4930999279022217,3.509999990463257,2468778
2024-04-19 19:30:00+00:00,3.515000104904175,3.5199999809265137,3.5,3.509999990463257,1774095
2024-04-22 13:30:00+00:00,3.674999952316284,3.680000066757202,3.630000114440918,3.6600000858306885,7341411
2024-04-22 14:30:00+00:00,3.680000066757202,3.690000057220459,3.6700000762939453,3.674999952316284,2705967
2024-04-22 15:30:00+00:00,3.700000047683716,3.700000047683716,3.6700000762939453,3.684999942779541,1911209
2024-04-22 16:30:00+00:00,3.700000047683716,3.7100000381469727,3.690000057220459,3.690000057220459,1818509
2024-04-22 17:30:00+00:00,3.7249999046325684,3.7300000190734863,3.700000047683716,3.7049999237060547,1791514
2024-04-22 18:30:00+00:00,3.7100000381469727,3.7300000190734863,3.7100000381469727,3.7249999046325684,2440338
2024-04-22 19:30:00+00:00,3.694999933242798,3.7200000286102295,3.690000057220459,3.7149999141693115,3281173
2024-04-23 13:30:00+00:00,3.634999990463257,3.640000104904175,3.559999942779541,3.5799999237060547,5904479
2024-04-23 14:30:00+00:00,3.6500000953674316,3.6600000858306885,3.619999885559082,3.634999990463257,3422056
2024-04-23 15:30:00+00:00,3.6649999618530273,3.6700000762939453,3.6449999809265137,3.6549999713897705,2374671
2024-04-23 16:30:00+00:00,3.674999952316284,3.680000066757202,3.6600000858306885,3.6649999618530273,1827507
2024-04-23 17:30:00+00:00,3.674999952316284,3.690000057220459,3.6700000762939453,3.674999952316284,1621910
2024-04-23 18:30:00+00:00,3.680000066757202,3.680000066757202,3.6700000762939453,3.6700000762939453,1022777
2024-04-23 19:30:00+00:00,3.680000066757202,3.680000066757202,3.6700000762939453,3.674999952316284,1349250
2024-04-24 13:30:00+00:00,3.677500009536743,3.680000066757202,3.6500000953674316,3.6600000858306885,3532262
2024-04-24 14:30:00+00:00,3.6549999713897705,3.677500009536743,3.630000114440918,3.674999952316284,3530207
2024-04-24 15:30:00+00:00,3.674999952316284,3.680000066757202,3.6549999713897705,3.6549999713897705,775550
2024-04-24 16:30:00+00:00,3.6700000762939453,3.680000066757202,3.6600000858306885,3.6700000762939453,1536668
2024-04-24 17:30:00+00:00,3.6649999618530273,3.680000066757202,3.6600000858306885,3.674999952316284,717075
2024-04-24 18:30:00+00:00,3.6649999618530273,3.6700000762939453,3.6549999713897705,3.6649999618530273,1623703
2024-04-24 19:30:00+00:00,3.6600000858306885,3.6700000762939453,3.6600000858306885,3.6700000762939453,943947
2024-04-25 13:30:00+00:00,3.625,3.630000114440918,3.590100049972534,3.5999999046325684,5791968
2024-04-25 14:30:00+00:00,3.640000104904175,3.640000104904175,3.619999885559082,3.619999885559082,3181817
2024-04-25 15:30:00+00:00,3.6500000953674316,3.6575000286102295,3.639400005340576,3.639899969100952,2874591
2024-04-25 16:30:00+00:00,3.6549999713897705,3.6600000858306885,3.640000104904175,3.6500000953674316,2516647
2024-04-25 17:30:00+00:00,3.6549999713897705,3.6600000858306885,3.6500000953674316,3.6549999713897705,739226
2024-04-25 18:30:00+00:00,3.6449999809265137,3.6600000858306885,3.640000104904175,3.6549999713897705,1301644
2024-04-25 19:30:00+00:00,3.6449999809265137,3.6500000953674316,3.640000104904175,3.6500000953674316,2054293
2024-04-26 13:30:00+00:00,3.6798999309539795,3.6951000690460205,3.6700000762939453,3.680000066757202,3717749
2024-04-26 14:30:00+00:00,3.6649999618530273,3.690000057220459,3.6600000858306885,3.672499895095825,1481846
2024-04-26 15:30:00+00:00,3.6600000858306885,3.6700000762939453,3.650099992752075,3.6649999618530273,2171988
2024-04-26 16:30:00+00:00,3.6649999618530273,3.6700000762939453,3.6500000953674316,3.6600000858306885,847715
2024-04-26 17:30:00+00:00,3.6649999618530273,3.6700000762939453,3.6600000858306885,3.6649999618530273,499444
2024-04-26 18:30:00+00:00,3.6600000858306885,3.6700000762939453,3.6600000858306885,3.6700000762939453,781326
2024-04-26 19:30:00+00:00,3.6549999713897705,3.6698999404907227,3.6500000953674316,3.6649999618530273,1324888
2024-04-29 13:30:00+00:00,3.684999942779541,3.694999933242798,3.6600000858306885,3.684999942779541,6119024
2024-04-29 14:30:00+00:00,3.690000057220459,3.700000047683716,3.680000066757202,3.6833999156951904,2667171
2024-04-29 15:30:00+00:00,3.690000057220459,3.699899911880493,3.680000066757202,3.690000057220459,841277
2024-04-29 16:30:00+00:00,3.684999942779541,3.700000047683716,3.680000066757202,3.690000057220459,417283
2024-04-29 17:30:00+00:00,3.684999942779541,3.690000057220459,3.680000066757202,3.682499885559082,432405
2024-04-29 18:30:00+00:00,3.674999952316284,3.690000057220459,3.660099983215332,3.680000066757202,1425235
2024-04-29 19:30:00+00:00,3.690000057220459,3.690000057220459,3.6700000762939453,3.674999952316284,1647351
2024-04-30 13:30:00+00:00,3.664299964904785,3.677500009536743,3.640000104904175,3.6500000953674316,3090712
2024-04-30 14:30:00+00:00,3.6438000202178955,3.680000066757202,3.640000104904175,3.6649999618530273,1888729
2024-04-30 15:30:00+00:00,3.6500000953674316,3.6500000953674316,3.640000104904175,3.6449999809265137,434316
2024-04-30 16:30:00+00:00,3.6449999809265137,3.6500000953674316,3.6301000118255615,3.6449999809265137,1463612
2024-04-30 17:30:00+00:00,3.6465001106262207,3.6500000953674316,3.630000114440918,3.6449999809265137,1099310
2024-04-30 18:30:00+00:00,3.6449999809265137,3.6500000953674316,3.640000104904175,3.6449999809265137,491309
2024-04-30 19:30:00+00:00,3.6500000953674316,3.6500000953674316,3.640000104904175,3.6449999809265137,1040552
2024-05-01 13:30:00+00:00,3.634999990463257,3.6600000858306885,3.630000114440918,3.6500000953674316,975977
2024-05-01 14:30:00+00:00,3.634999990463257,3.640000104904175,3.625,3.634999990463257,1377015
2024-05-01 15:30:00+00:00,3.6524999141693115,3.6600000858306885,3.630000114440918,3.634999990463257,1654975
2024-05-01 16:30:00+00:00,3.6549999713897705,3.6600000858306885,3.6431000232696533,3.6549999713897705,1005198
2024-05-01 17:30:00+00:00,3.6549999713897705,3.6700000762939453,3.6449999809265137,3.6549999713897705,2030620
2024-05-01 18:30:00+00:00,3.680000066757202,3.7100000381469727,3.640000104904175,3.6600000858306885,4971594
2024-05-01 19:30:00+00:00,3.6600000858306885,3.690000057220459,3.6600000858306885,3.684999942779541,1669167
2024-05-02 13:30:00+00:00,3.674999952316284,3.7100000381469727,3.6600000858306885,3.700000047683716,4745786
2024-05-02 14:30:00+00:00,3.640000104904175,3.690000057220459,3.640000104904175,3.6738998889923096,2110037
2024-05-02 15:30:00+00:00,3.634999990463257,3.6500000953674316,3.632499933242798,3.6422998905181885,970226
2024-05-02 16:30:00+00:00,3.6449999809265137,3.6500000953674316,3.632499933242798,3.634999990463257,459219
2024-05-02 17:30:00+00:00,3.6582000255584717,3.6600000858306885,3.640000104904175,3.6500000953674316,483225
2024-05-02 18:30:00+00:00,3.6700000762939453,3.680000066757202,3.6500000953674316,3.6549999713897705,2398456
2024-05-02 19:30:00+00:00,3.6649999618530273,3.6765999794006348,3.6600000858306885,3.6700000762939453,896333
2024-05-03 13:30:00+00:00,3.700000047683716,3.7300000190734863,3.6800999641418457,3.7100000381469727,4615963
2024-05-03 14:30:00+00:00,3.680000066757202,3.7049999237060547,3.680000066757202,3.700000047683716,4433835
2024-05-03 15:30:00+00:00,3.690000057220459,3.700000047683716,3.680000066757202,3.684999942779541,1123371
2024-05-03 16:30:00+00:00,3.694999933242798,3.700000047683716,3.690000057220459,3.694999933242798,419367
2024-05-03 17:30:00+00:00,3.694999933242798,3.700000047683716,3.684999942779541,3.690000057220459,824091
2024-05-03 18:30:00+00:00,3.690000057220459,3.700000047683716,3.680000066757202,3.694999933242798,1320579
2024-05-03 19:30:00+00:00,3.684999942779541,3.690000057220459,3.680000066757202,3.690000057220459,724951
2024-05-06 13:30:00+00:00,3.7200000286102295,3.740000009536743,3.7200000286102295,3.7249999046325684,1174008
2024-05-06 14:30:00+00:00,3.7200000286102295,3.7300000190734863,3.7100000381469727,3.7200000286102295,1693617
2024-05-06 15:30:00+00:00,3.7200000286102295,3.7300000190734863,3.7200000286102295,3.7200000286102295,409357
2024-05-06 16:30:00+00:00,3.725399971008301,3.7298998832702637,3.7200000286102295,3.7202000617980957,491280
2024-05-06 17:30:00+00:00,3.734999895095825,3.740000009536743,3.7200000286102295,3.7249999046325684,1151433
2024-05-06 18:30:00+00:00,3.7100000381469727,3.740000009536743,3.7100000381469727,3.734999895095825,962594
2024-05-06 19:30:00+00:00,3.7100000381469727,3.7200000286102295,3.7100000381469727,3.7149999141693115,1019036
2024-05-07 13:30:00+00:00,3.735100030899048,3.759999990463257,3.7300000190734863,3.740000009536743,1628701
2024-05-07 14:30:00+00:00,3.7200000286102295,3.7499001026153564,3.7200000286102295,3.734999895095825,1931565
2024-05-07 15:30:00+00:00,3.7200000286102295,3.7249999046325684,3.7100000381469727,3.7249999046325684,333620
2024-05-07 16:30:00+00:00,3.7149999141693115,3.7200000286102295,3.7100000381469727,3.7147998809814453,528477
2024-05-07 17:30:00+00:00,3.7149999141693115,3.7200000286102295,3.7100000381469727,3.7100000381469727,821260
2024-05-07 18:30:00+00:00,3.7149999141693115,3.7200000286102295,3.7039999961853027,3.7149999141693115,944679
2024-05-07 19:30:00+00:00,3.734999895095825,3.740000009536743,3.7100000381469727,3.7149999141693115,1456375
2024-05-08 13:30:00+00:00,3.744999885559082,3.75,3.7100000381469727,3.7149999141693115,2345897
2024-05-08 14:30:00+00:00,3.7249999046325684,3.75,3.7200000286102295,3.744999885559082,804543
2024-05-08 15:30:00+00:00,3.7249999046325684,3.7300000190734863,3.7200000286102295,3.7249999046325684,276131
2024-05-08 16:30:00+00:00,3.7249999046325684,3.7300000190734863,3.7200000286102295,3.7200000286102295,828691
2024-05-08 17:30:00+00:00,3.7279000282287598,3.7300000190734863,3.7200000286102295,3.7249999046325684,556964
2024-05-08 18:30:00+00:00,3.719899892807007,3.7300000190734863,3.7100000381469727,3.7249999046325684,797939
2024-05-08 19:30:00+00:00,3.7300000190734863,3.7300000190734863,3.7100000381469727,3.7149999141693115,1121613
2024-05-09 13:30:00+00:00,3.7049999237060547,3.7300000190734863,3.700000047683716,3.7200000286102295,1353808
2024-05-09 14:30:00+00:00,3.7049999237060547,3.7100000381469727,3.690000057220459,3.7049999237060547,1153001
2024-05-09 15:30:00+00:00,3.7049999237060547,3.7100000381469727,3.700000047683716,3.7049999237060547,905890
2024-05-09 16:30:00+00:00,3.7100000381469727,3.7200000286102295,3.700000047683716,3.7049999237060547,1197221
2024-05-09 17:30:00+00:00,3.7049999237060547,3.7200000286102295,3.700000047683716,3.7149999141693115,422427
2024-05-09 18:30:00+00:00,3.7100000381469727,3.7200000286102295,3.700000047683716,3.7049999237060547,1162439
2024-05-09 19:30:00+00:00,3.7149999141693115,3.7200000286102295,3.7100000381469727,3.7149999141693115,857467
2024-05-10 13:30:00+00:00,3.734999895095825,3.765000104904175,3.73009991645813,3.759999990463257,2356044
2024-05-10 14:30:00+00:00,3.7300000190734863,3.740000009536743,3.7200000286102295,3.734999895095825,1665229
2024-05-10 15:30:00+00:00,3.7249999046325684,3.7300000190734863,3.7200000286102295,3.7300000190734863,356782
2024-05-10 16:30:00+00:00,3.7249999046325684,3.7300000190734863,3.7200000286102295,3.7300000190734863,492296
2024-05-10 17:30:00+00:00,3.7300000190734863,3.7300000190734863,3.7200000286102295,3.7249999046325684,795004
2024-05-10 18:30:00+00:00,3.7300000190734863,3.7300000190734863,3.7200000286102295,3.7249999046325684,580955
2024-05-10 19:30:00+00:00,3.7200000286102295,3.740000009536743,3.7200000286102295,3.7249999046325684,1806182
2024-05-13 13:30:00+00:00,3.809999942779541,3.8399999141693115,3.7200000286102295,3.7300000190734863,10044437
2024-05-13 14:30:00+00:00,3.810499906539917,3.827500104904175,3.7899999618530273,3.809999942779541,5097015
2024-05-13 15:30:00+00:00,3.809999942779541,3.819999933242798,3.7950000762939453,3.809999942779541,2301474
2024-05-13 16:30:00+00:00,3.799999952316284,3.809999942779541,3.7899999618530273,3.809999942779541,1378150
2024-05-13 17:30:00+00:00,3.799999952316284,3.809999942779541,3.7899999618530273,3.805000066757202,3900219
2024-05-13 18:30:00+00:00,3.7950000762939453,3.799999952316284,3.7899999618530273,3.799999952316284,1079546
2024-05-13 19:30:00+00:00,3.7899999618530273,3.799999952316284,3.7799999713897705,3.7950000762939453,1640533
2024-05-14 13:30:00+00:00,3.98009991645813,4.019999980926514,3.930000066757202,4.010000228881836,13033934
